date	mi_mu	mi_sigma	r_mu	r_sigma	m
1945-11	0.03999954404164661	0.06098675334964295	0.0016696247449887551	0.003048707848996784	0.0013129886298430193
1945-12	-0.46478056861053413	1.869489971748641	0.6757531646709584	0.7041375847227652	1.1670303561172912
1946-01	-0.6273269139449843	1.89611837360827	0.7588818518246642	0.7317504940137206	1.163369240196658
1946-02	-0.29103979473386	1.4851423081854294	0.4598328045109744	0.5943499882293585	1.1968114701283201
1946-03	-0.022952219888237375	0.5538925404600963	0.07832815417830563	0.16659025654716675	0.2593696476911625
1946-04	0.13710580421743934	0.5994006379644553	0.12783776231443897	0.3120971421468035	0.7936602284114573
1946-05	0.060886223236454755	0.7379663640625963	0.08008344678317275	0.11548591005413854	0.06666179675295454
1946-09	-0.02067760494661217	1.4605978739010508	0.5449942898116149	0.20676599002272705	0.7850661530963541
1946-10	-0.11652965501151773	1.6819496803266254	0.7384236631609153	0.26667556356929256	0.9348092404470287
1946-11	-1.3206982158533167	2.5407021451530483	0.8841898021376098	0.5533499364453348	1.0019949260400378
1946-12	-1.0566685175823836	2.592564608130044	1.0431560163183038	0.7590512775982895	1.3783202956557186
1947-02	-0.5861093806548155	2.001337633440719	0.6988023799700568	0.5622633695699063	1.1967766870576704
1947-03	-0.6724665774913064	1.9468316307460085	0.7622935858551426	0.7785961715737394	1.2182457331064704
1947-04	-0.4418471470159203	1.8575764833323871	0.6059712013370192	0.6475488125942104	1.2434008609817913
1947-05	-0.07960541942492654	1.0559660229179497	0.04632670472484935	0.04188697388281142	0.017822244721855722
1947-06	-0.9812618531902022	2.379767980149314	0.6873692027920839	0.6741456232549993	0.7688944177085544
1947-07	-1.2862320522243695	2.8302006655623444	1.2766132172374285	0.9473492854707988	1.6043362848929512
1947-08	3.2034265038149176e-16	4.930380657631324e-32	3.2034265038149157e-16	4.930380657631324e-32	3.203426503814916e-16
1947-09	0.7298589725950588	2.3142831929246723	1.6689828054218296	0.6260861980117999	1.1717801608671492
1947-10	-3.2012202872144944e-16	1.4649726773018889e-16	-2.756807704668455e-16	1.2731587307678758e-16	-1.608633012597342e-16
1947-11	-1.6176731918331437	2.7636898232275113	0.8468667155279198	0.5452371526463551	0.7530243498154772
1947-12	-1.0363857252675417	2.288813999342221	0.985207626934588	0.6403639149476914	1.2139021946968016
1948-01	-0.882724137012068	2.024246653506809	0.5799618944517	0.483466432679256	0.8981384829779592
1948-02	-0.6487068644340945	1.942741476218569	0.61508547698425	0.6200812426195572	1.1172032208329858
1948-03	-0.569208335903473	2.108596599567071	0.6729909061573304	0.5120155211939836	0.9601940139440703
1948-04	-0.286553721388463	1.588016601723348	0.4483723470182329	0.4397931370467546	0.8160901361525265
1948-05	0.08852827118382604	2.413656715523845	0.6827860965382025	0.3190375400745362	0.6505141538281121
1948-06	-1.0870249173018665	2.4381762822408906	0.8168942993791298	0.5973366871050731	1.018523685754257
1948-07	3.2034265038149176e-16	4.930380657631324e-32	3.2034265038149167e-16	2.270766617339773e-32	3.2034265038149167e-16
1948-09	-0.8371677397635211	2.2592341724137137	1.0647540256951884	0.4275970342222676	1.3893598154101845
1948-10	-0.02648128573367186	1.1954465136708379	0.4104347867549669	0.24901553853154892	0.8222616209077632
1948-11	-1.4191985069507984	2.807814291243564	1.100225684476826	0.7072024079990881	1.252495733027159
1948-12	-1.5444148047980317	2.7561433583553883	1.34431641585676	0.8754947083196389	1.8919034308350828
1949-01	-0.9147774106302942	2.2607601146488534	0.7421177318725406	0.557938119854046	0.8002609954834097
1949-02	-0.8946708997349839	2.197173953319266	0.557332916468954	0.49168541950934835	0.6494459405326706
1949-03	-0.21299621000325844	1.4669985108207049	0.28642181356240376	0.33028414018142843	0.7161112359383514
1949-04	-0.11459936383062012	1.00977280449322	0.11189230608130679	0.139068669782994	0.17058367807124614
1949-05	-0.06647881023307319	1.297739808214731	0.24652359713613145	0.36624237192794207	0.2584387160999323
1949-06	-0.27181826256287395	1.902663587711754	0.9298114693551441	0.6664729742596531	1.51247908956432
1949-07	-0.7344761376820401	2.0491825324549553	0.8429174202269454	0.7247953092197263	1.255817819792973
1949-08	0.06264379128162241	0.49946999508146644	0.015496688640747297	0.018434502976585814	0.005123355257578502
1949-09	-0.5583465031920599	2.3354519544955763	0.8583041280476189	0.5315087092145239	0.9418187953149052
1949-10	-0.7510642328219657	2.1315701459857297	0.608439562730275	0.6094264730031486	1.145239201597385
1949-11	-1.4536834253400297	2.711499279379705	1.3489021354928055	0.5772022359252257	1.400097871912388
1949-12	-1.9771645091181524	3.1788280524386097	1.556099023269218	0.824505008084249	1.6903259634637133
1950-01	-3.0861293212257356e-16	7.959285459343024e-17	-3.074278180062059e-16	6.480930966273592e-17	-3.189578341881872e-16
1950-02	-0.7926370670631719	2.254775689402869	0.6717471356845218	0.5828719229799665	0.9714323254124834
1950-03	-1.311789786979601	2.6793795622900682	1.2682520593786974	0.7786458974135415	1.759530258650771
1950-04	-0.18185238760551953	1.1055833977180072	0.09499242258985664	0.1273500495016304	0.08577089900801212
1950-05	-1.03349205497957	2.511798670236619	0.9370368434621751	0.765458743810745	1.4363735091218799
1950-06	-1.234719412153723	2.609048442547743	1.0168532919969917	0.825922922514916	1.5401329879148322
1950-07	-1.407818724212077	2.7499542028780266	1.1031213915441285	0.7189789033030417	1.4606012829600576
1950-09	-0.5583182974820453	2.595178213816164	1.5372571992744075	0.6014060961927489	1.4469451175284582
1950-10	-0.4885339740764885	1.706491357629299	0.24120991814446485	0.23176967076834637	0.23538613904326508
