date	mi_mu	mi_sigma	r_mu	r_sigma	m	mi_mu_afa	mi_sigma_afa	r_mu_afa	r_sigma_afa	m_afa
1954-02-01	4.75473310909651e-05	0.015039231132795672	7.334587180755301e-05	5.718309579992165e-05	6.86084273560793e-05	0.00010138779856314706	0.01830294912088861	0.00011140071613691267	0.000114548431376985	0.00010376252489706592
1954-03-01	5.3197235739724635e-05	0.019740803056371138	0.00012663308315686675	0.00013299952401447156	0.00011825132176045158	0.0001092345385256538	0.018328236126103258	0.00011004665337459101	0.00011508904342712299	0.00010221339662930396
1954-04-01	9.80839835775288e-05	0.01869902218536156	0.00011310696175407338	0.00010586698159130439	0.00010533473104926166	0.0001149526113989245	0.018370894389805232	0.0001094795187950197	0.00011553218976958193	0.00010150732951367042
1954-05-01	4.98988845703536e-05	0.018518501501783816	0.00011219814208599444	0.00015011787288023918	0.00010537894361505782	0.00011854201718295912	0.018430923911994537	0.00010969931239819867	0.00011587787040436177	0.00010164432355016522
1954-06-01	0.0002556538987569044	0.01988046566982308	0.00012348530131973178	0.00013123699134616267	0.00011127613700439123	0.00012000275587775769	0.01850832469267117	0.00011070603418412795	0.00011612608533146256	0.00010262437873878842
1954-07-01	0.0002629587923106626	0.021454467712986973	0.00014703195700501839	0.0001600910276213667	0.0001357918110106525	0.00011933482748332023	0.018603096731835137	0.00011249968415280756	0.00011627683455088429	0.00010444749507953998
1954-09-01	0.00015743768336061095	0.021128617567415835	0.0001443947967478485	0.00014698810595282493	0.00013460602601519846	0.00012811222817405457	0.018816697291732937	0.00011497114628971144	0.00011904495404288044	0.0001067133838008524
1954-10-01	9.655095456906977e-05	0.01783022681840519	0.00010313882653756586	0.00010271987863599739	9.633158778807565e-05	0.00013651616436660048	0.018942173039442275	0.00011636293832254814	0.00012016755333005069	0.0001079654502832964
1954-11-01	0.00010945950002365177	0.018266319092034956	0.00010785942527125013	0.00011738472171685453	0.00010024290209399258	0.00014454663606095798	0.018979523974963157	0.00011667506025131761	0.00011964463241239499	0.00010820369452687193
1954-12-01	7.441466551894466e-05	0.018891162964853984	0.00011567410237305814	0.00011945108068108378	0.0001078391386714962	0.00015220364325712704	0.018928750098295574	0.00011590751207601988	0.00011747619128991336	0.00010742811653157903
1955-02-01	0.00021044939251177227	0.01893806447894535	0.0001139314846151727	0.0001039593828051299	0.0001043183481506105	0.00015948718595510772	0.01878985140943953	0.00011406029379665492	0.00011366222996260577	0.00010563871629741765
1955-03-01	9.42611517943793e-05	0.016855461988499118	9.19861012660717e-05	9.187764834220879e-05	8.575122343794516e-05	0.0001663972641549	0.018562827908395033	0.00011113340541322276	0.00010820274843047225	0.00010283549382438786
1955-04-01	0.00013542011590132283	0.016962338793278967	9.17662080430035e-05	8.157036748249965e-05	8.451739586333096e-05	0.00016663641025108162	0.018188410141116284	0.00010642741568516086	0.00010133551695349117	9.840230759384113e-05
1955-05-01	0.00016126011703961117	0.017283328093211158	9.614985745889267e-05	9.471456617676427e-05	8.916851739242304e-05	0.0001678554854048478	0.017933682955241774	0.00010323217726591655	9.662257513331323e-05	9.53846804286262e-05
1955-06-01	0.00012500776938324646	0.017965617930119932	0.00010341852609234127	9.22549520335103e-05	9.560252786815579e-05	0.00017005448961619855	0.01779864635077151	0.00010154769015548985	9.406392296993851e-05	9.378261232874304e-05
1955-07-01	0.00019262245671313838	0.018203005197237294	0.00010557846301281462	9.582933644295847e-05	9.706633354901592e-05	0.00017323342288513388	0.017783300327705486	0.00010137395435388079	9.365956046336697e-05	9.359610329419166e-05
1955-09-01	0.0003829681875783917	0.01815838949435994	0.00010358540160393948	9.079511282183151e-05	9.45483848092618e-05	0.00017739228521165373	0.0178876448860437	0.00010271096986108935	9.540948761359861e-05	9.482515332497208e-05
1955-10-01	0.0001603536473088979	0.01937976267778671	0.00012021912034491904	0.00010899954888310901	0.00011107722306688355	0.00018253107659575816	0.018111680025786166	0.00010555873667711553	9.931370442063345e-05	9.746976242108429e-05
1955-11-01	0.0001316789590087039	0.01726471379321275	9.509959900092648e-05	9.187833943228082e-05	8.736363592782862e-05	0.0001891582065161258	0.018250367152415833	0.00010670723109173899	9.956666182434145e-05	9.842682007413811e-05
1955-12-01	4.9232715630764e-05	0.01750917849029467	9.971216228964332e-05	0.00010470784316481005	9.327304627229009e-05	0.00019008776159789453	0.018603055499502245	0.00011374938539028055	0.00011014927929312345	0.00010538756939582323
1956-01-01	0.00014783931119775185	0.015964680606422078	8.363784123197847e-05	6.470129293542372e-05	7.943685419149506e-05	0.0001853197418410643	0.019169745067045406	0.00012668519957274025	0.0001310615568269794	0.00011835201038613963
1956-02-01	0.0002780567003430503	0.021377220123444878	0.00014526254077180958	0.00015374585166408894	0.00013307138401892624	0.00017485414724563512	0.019950435855045308	0.00014551467363911806	0.00016230349442590935	0.0001373201430450873
1956-03-01	0.00026350658111810816	0.019866518550668733	0.00012606086002869675	0.00011929167339936553	0.00011643593105637346	0.000158690977811607	0.020945127863501962	0.00017023780758941402	0.00020387509208991329	0.0001622919673726663
1956-04-01	0.00025069628272749014	0.0186616245966839	0.00010978689565746507	0.00010071162468938356	9.979445402016597e-05	0.00013683023353897996	0.022153821092415357	0.00020085460142362812	0.0002557763498189911	0.00019326748336887656
1956-05-01	0.0002537806997163207	0.0187651302861403	0.00011171095642265417	0.00010618447943970584	0.00010224576403399625	0.00012288867886724232	0.02348260848100441	0.00023333888016513748	0.0003097968456154721	0.00022597693573075072
1956-06-01	0.00014003099669736302	0.020996904721113634	0.0001482169951008696	0.00014611502682444806	0.0001439206771491008	0.00011426604058941575	0.024256958901408783	0.0002525277758799057	0.00034180694756512744	0.0002453198611065383
1956-09-01	-0.0001973718034743678	0.05905212356784288	0.001190578768093038	0.001915864537321286	0.001188398035406505	0.00011096231870550029	0.024476872353628484	0.0002584212885679328	0.0003518066556679572	0.00025129625949623936
1956-10-01	5.2441004188940456e-05	0.020186690433705315	0.00013513435356964047	0.0001491015533670804	0.00012888275159180093	0.00011297751321549592	0.02414234883766351	0.00025101941822921873	0.0003397959699239612	0.00024390613089985381
1956-11-01	9.641399415817333e-05	0.019065002840183122	0.00011828959213689383	0.00011814221111612523	0.00011080359590840857	0.00012031162411940265	0.023253388353513853	0.00023032216486376352	0.0003057748903331396	0.00022314947531738171
1956-12-01	0.00015213394738554346	0.019910123513900636	0.00012740013385863062	0.00014564856540977725	0.00011777393115162053	0.00013296465141722044	0.02180999090117953	0.00019632952847156718	0.00024974341689549233	0.00018902629274882308
1957-01-01	4.268118033651688e-05	0.017236981372137677	9.74019346354209e-05	9.726693588400364e-05	9.189901963663047e-05	0.00013926060212999703	0.02048514190992392	0.00016445580321251227	0.0001973915685639689	0.000157091041378636
1957-02-01	0.0001240674240590348	0.01823990283831042	0.00010704126764778074	0.00010182872309917738	9.928520126549991e-05	0.00014554479163359323	0.019515197203780255	0.0001401816743927833	0.0001575338251426325	0.00013265307907432355
1957-03-01	0.00015399521524561463	0.018037052194030886	0.00010418226724025206	9.455470627889682e-05	9.612001174779769e-05	0.00015181721992800902	0.01890015678274851	0.00012350714201238028	0.0001301701866314831	0.00011571240583588579
1957-05-01	9.83188070870416e-05	0.018002316759599842	0.00010544255702633257	9.855554293737515e-05	9.876595510442213e-05	0.0001580778870132445	0.01864002064682871	0.00011443220607130317	0.00011530065303052071	0.00010626902166332265
1957-06-01	0.00020189960166195524	0.01814422670156382	0.00010412418727192173	9.512842232647502e-05	9.507917377321351e-05	0.00016432679288929956	0.01873478879602084	0.00011295686656955202	0.00011292522433974534	0.00010432292655663421
1957-07-01	0.00035945311863423945	0.017231801890121443	9.297396146947334e-05	7.756209094766602e-05	8.437323494553853e-05	0.00017056393755617426	0.01918446123032491	0.0001190811235071268	0.00012304390055915699	0.00010987412051582044
1957-09-01	0.000336184962316829	0.019528221940103372	0.00011963469637530566	0.0001331945951455733	0.00010811550054444627	0.000186712666453432	0.019453247374729556	0.00012236338393799103	0.0001279945239676518	0.00011264781620360565
1957-10-01	-1.3244241888298695e-05	0.023714585298931123	0.0001859345428187841	0.0001843452302911469	0.00017658561353671047	0.00019984624082122017	0.01969277859617905	0.000125335893865441	0.00013192316140372	0.00011525314575433519
1957-11-01	8.482719326174663e-05	0.019516341649607635	0.00012320406736953437	0.0001241629202075816	0.0001145580299300333	0.00020996466065953878	0.01990305489467339	0.0001279986532894767	0.00013482981286736158	0.00011769010916800903
1957-12-01	0.00020605167360681956	0.019031730671354673	0.00011609676605760087	0.00011565263830687198	0.00010715403485582947	0.00021706792596838778	0.020084076270212577	0.00013035166221009813	0.00013671447835857657	0.00011995870644462721
1958-01-01	0.00036767021949384043	0.018247208176857807	0.00010287362052754424	0.00012554636836950244	9.164258059782607e-05	0.00022115603674776718	0.020235842722796604	0.00013239492062730535	0.00013757715787736494	0.00012205893758418973
1958-02-01	0.00010329208702938232	0.022557502987704432	0.0001617446032940671	0.0002061239680649935	0.00014701127961609726	0.00022222899299767705	0.02035835425242548	0.0001341284285410983	0.00013741785142372674	0.00012399080258669658
1958-03-01	0.00017380441797034554	0.019259317464522512	0.00011974610878496118	0.00011272361921383944	0.0001111650285025779	0.00022628372737759257	0.02054805958642823	0.00013619607303732542	0.00013900562697722243	0.00012590508551830966
1958-04-01	0.0002550544042302792	0.021210136413186097	0.00014143275625198056	0.00013717048461575894	0.0001278787166064298	0.00022815199254814112	0.020777985317826635	0.0001391142958567482	0.00014186845432764638	0.00012861871297041098
1958-05-01	0.0003914950994349942	0.02380926722802414	0.00018779710736206958	0.00018260315345284365	0.00018050836349274677	0.0002278337885093225	0.021048131446620683	0.00014288309699936655	0.0001460063334749986	0.0001321316849430005
1958-06-01	0.0003730308872005144	0.020418145711375447	0.000130772152363522	0.00012378859153975666	0.00011840369870111205	0.00022532911526113687	0.02135849797281038	0.00014750247646518053	0.0001514192644192791	0.00013644400143607825
1958-07-01	0.0003225310417805075	0.019460158264545828	0.0001193285603415074	0.00011330092933860976	0.00010850533683820517	0.0002206379728035841	0.021709084896395725	0.00015297243425419011	0.0001581072471604879	0.00014155566244964426
1958-09-01	-7.117395410139825e-05	0.02067418758519668	0.00014213062801792718	0.00015025747901430323	0.00013597901545950238	0.00021376036113666423	0.022099892217376727	0.00015929297036639534	0.00016607028169862492	0.00014746666798369845
1958-10-01	0.00036492552063550443	0.021736908971701493	0.00014767651063982587	0.00013806576203122728	0.00013314693308339343	0.00019890015932217927	0.022442295957766974	0.00016480352926186913	0.00017218312443448004	0.00015276362913031516
1958-11-01	0.0002933834523986652	0.023393113785926303	0.00017360593713212823	0.00018015655289162853	0.00015828801237781448	0.0001908810575729563	0.02266401014553209	0.00016833655183996174	0.00017625368483125287	0.00015613579097263516
1958-12-01	0.0002689422787127697	0.023659369918466053	0.00017753617807954317	0.0001825508524491016	0.00016187570914289815	0.0001897030558889954	0.02276503478067208	0.000169892038100673	0.00017828196288894352	0.00015758315351065854
1959-02-01	0.00020833201118166246	0.020549154273823186	0.0001346406001580993	0.00012387923304809354	0.00012369179227424886	0.00019536615427029658	0.02274536986318693	0.00016946998804400306	0.00017826795860755197	0.00015710571674438525
1959-03-01	-0.00011201801450597277	0.029583206522801647	0.00029475166755899425	0.0003373857915069456	0.00028342740367832465	0.0002078703527168598	0.02260501539307666	0.00016707040166995184	0.00017621167198707816	0.00015470348067381535
1959-09-01	0.00020728546280938124	0.020988129698623587	0.00013964580477851313	0.00017090724491502235	0.00012718539401472922	0.00022721565122868509	0.02234397137034125	0.00016269327897851937	0.00017211310302752217	0.00015037644529894875
1959-10-01	0.00029771126144143673	0.021957469619098603	0.00015392776011498353	0.00014327768196391156	0.0001415765641573055	0.00024182936395761976	0.022069923871328653	0.00015844648181374956	0.0001688922288570475	0.00014621807701203197
1959-11-01	0.00033116117197000704	0.024514410703436327	0.00019149839144615152	0.00020854772413356312	0.0001753076971874751	0.00025472799737871776	0.021829513156426367	0.00015473539006922548	0.00016573002471272546	0.0001426029335164356
